	name	tla	home_helmet	home_logo	home_shirt	home_sleeve	home_pants	home_stripe	home_socks1	home_socks2	away_helmet	away_logo	away_shirt	away_sleeve	away_pants	away_stripe	away_socks1	away_socks2	alt_helmet	alt_logo	alt_shirt	alt_sleeve	alt_pants	alt_stripe	alt_socks1	alt_socks2	rush_helmet	rush_logo	rush_shirt	rush_sleeve	rush_pants	rush_stripe	rush_socks1	rush_socks2	roof	rainfall	snowfall	endzone
163	Clarksville	CVL	$000000	$ff0000	$ff0000	$ff0000	$ffffff	$999999	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$ff0000
164	C. Arkansas	CAR	$CCCCCC	$663399	$663399	$663399	$663399	$663399	$663399	$663399	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$663399
165	E. Kentucky	EKY	$663333	$663333	$663333	$663333	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$663333	$ffffff	$ffffff	$dfdfdf	$663333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$663333
166	J'ville S.	JVS	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$ff0000
167	Kennesaw	KEN	$ffd800	$666666	$666666	$666666	$666666	$000000	$666666	$666666	$dfdfdf	$666666	$ffffff	$ffffff	$dfdfdf	$666666	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$666666
168	N. Alabama	NAL	$663399	$663399	$663399	$663399	$C0A066	$ffffff	$C0A066	$C0A066	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$663399
169	S.L. Obispo	SLO	$333333	$333333	$333333	$333333	$ffcc99	$ffffff	$ffcc99	$ffcc99	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	8	0	$333333
170	E. Wash.	EWA	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	3	$ff0000
171	Idaho	ID.	$ffcc99	$000000	$000000	$000000	$666666	$000000	$666666	$666666	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	28	5	$000000
172	Idaho S.	IDS	$ffa800	$333333	$333333	$333333	$333333	$333333	$333333	$333333	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	28	5	$333333
173	Montana	MT.	$800000	$800000	$800000	$800000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$800000
174	Montana S.	MTS	$ffcc99	$663399	$663399	$663399	$ffcc99	$ffffff	$ffcc99	$ffcc99	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$663399
175	N. Arizona	NAZ	$333366	$333366	$333366	$333366	$333366	$ffff00	$333366	$333366	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	13	0	$333366
176	N. Colorado	NCO	$ffa800	$333366	$333366	$333366	$333366	$999999	$333366	$333366	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	17	0	$333366
177	Portland S.	P.S	$336633	$336633	$336633	$336633	$333333	$ffffff	$333333	$333333	$dfdfdf	$336633	$ffffff	$ffffff	$dfdfdf	$336633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	50	0	$336633
178	Sacramento	SAC	$339966	$339966	$339966	$339966	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$339966	$ffffff	$ffffff	$dfdfdf	$339966	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	10	0	$339966
179	Cal. D.	C.D	$ffcc99	$333399	$333399	$333399	$333399	$ffffff	$333399	$333399	$dfdfdf	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	10	0	$333399
180	Ogden	OGD	$333399	$333333	$333333	$333333	$333333	$cccccc	$333333	$333333	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$333333
181	Rhode I. B.	RIB	$ffcc99	$333333	$333333	$333333	$ffcc99	$ffcc99	$ffcc99	$ffcc99	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$333333
182	N.C. Baptist	NCB	$ffffff	$ffa800	$ffa800	$ffa800	$ffa800	$000000	$ffa800	$ffa800	$dfdfdf	$ffa800	$ffffff	$ffffff	$dfdfdf	$ffa800	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$ffa800
183	Charleston S.	CHS	$ffcc99	$333399	$333399	$333399	$ffffff	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$333399
184	N.C.G.W.	NGW	$333333	$ff0000	$ff0000	$ff0000	$ffffff	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$ff0000
185	N.C. A.	NCA	$000099	$000099	$000099	$000099	$ffff00	$ffff00	$ffff00	$ffff00	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$000099
186	Pitts. R.M.	PRM	$666666	$000066	$000066	$000066	$666666	$c00000	$666666	$666666	$dfdfdf	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	27	$000066
187	Albany	ABY	$ffff00	$000099	$000099	$000099	$ffff00	$ffffff	$ffff00	$ffff00	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	35	0	$000099
188	Delaware	DE.	$000099	$000099	$000099	$000099	$000099	$ffff00	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$000099
189	Elon	ELO	$ffcc99	$993333	$993333	$993333	$ffcc99	$993333	$ffcc99	$ffcc99	$dfdfdf	$993333	$ffffff	$ffffff	$dfdfdf	$993333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$993333
190	Hampton	HAM	$cccccc	$0000ff	$0000ff	$0000ff	$0000ff	$ffffff	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$0000ff
191	Maine	ME.	$333366	$333366	$333366	$333366	$333366	$99ccff	$333366	$333366	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	42	0	$333366
192	N. Hampshire	NH.	$ffcc99	$333366	$333366	$333366	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$333366
193	Rhode I.	RI.	$99ccff	$333366	$333366	$333366	$333333	$333366	$333333	$333333	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$333366
194	Richmond	RIC	$000099	$e03333	$e03333	$e03333	$000099	$e03333	$000099	$000099	$dfdfdf	$e03333	$ffffff	$ffffff	$dfdfdf	$e03333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	4	$e03333
195	Stony B.	STB	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$a0a0a0	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$ff0000
196	Towson	TOW	$333333	$333333	$333333	$333333	$333333	$ffd700	$333333	$333333	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$333333
197	Villanova	VLA	$003366	$003366	$003366	$003366	$003366	$ffffff	$003366	$003366	$dfdfdf	$003366	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$003366
198	W'msburg	W.M	$D0D0C0	$009966	$009966	$009966	$D0D0C0	$ffffff	$D0D0C0	$D0D0C0	$dfdfdf	$009966	$ffffff	$ffffff	$dfdfdf	$009966	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$009966
199	Providence	PRO	$c0c0c0	$4c3333	$4c3333	$4c3333	$c0c0c0	$4c3333	$c0c0c0	$c0c0c0	$dfdfdf	$4c3333	$ffffff	$ffffff	$dfdfdf	$4c3333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$4c3333
200	Manhattan	MAN	$333366	$333366	$333366	$333366	$ffffff	$99ccff	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$333366
201	Ithaca	ITH	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	44	0	$ff0000
202	Hanover	HAN	$ffffff	$336633	$336633	$336633	$ffffff	$336633	$ffffff	$ffffff	$dfdfdf	$336633	$ffffff	$ffffff	$dfdfdf	$336633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	0	$336633
203	Cambridge	CAM	$ff0000	$ff0000	$ff0000	$ff0000	$c0c099	$000000	$c0c099	$c0c099	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	36	0	$ff0000
204	Pennsylvania	PA.	$000099	$000099	$000099	$000099	$ffffff	$c00000	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$000099
205	Princeton	PRI	$ffd800	$000000	$000000	$000000	$000000	$ffd800	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$000000
206	New Haven	NHV	$ffffff	$000066	$000066	$000066	$ffffff	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$000066
207	Delaware S.	DES	$ff3366	$ff3366	$ff3366	$ff3366	$ff3366	$ffffff	$ff3366	$ff3366	$dfdfdf	$ff3366	$ffffff	$ffffff	$dfdfdf	$ff3366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$ff3366
208	Wash. D.C.	WDC	$c0c0c0	$666699	$666699	$666699	$666699	$666699	$666699	$666699	$dfdfdf	$666699	$ffffff	$ffffff	$dfdfdf	$666699	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$666699
209	Balti. M.S.	BMS	$000099	$000099	$000099	$000099	$ffa800	$ffa800	$ffa800	$ffa800	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$000099
210	Norfolk S.	NFS	$336633	$336633	$336633	$336633	$336633	$ffff00	$336633	$336633	$dfdfdf	$336633	$ffffff	$ffffff	$dfdfdf	$336633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	1	$336633
211	N.C. C.	NCC	$993333	$993333	$993333	$993333	$993333	$ffffff	$993333	$993333	$dfdfdf	$993333	$ffffff	$ffffff	$dfdfdf	$993333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$993333
212	S.C. S.	SCS	$993333	$993333	$993333	$993333	$993333	$000099	$993333	$993333	$dfdfdf	$993333	$ffffff	$ffffff	$dfdfdf	$993333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$993333
213	Illinois S.	ILS	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	0	$ff0000
214	Indiana S.	INS	$0000ff	$0000ff	$0000ff	$0000ff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$0000ff
215	Missouri S.	MOS	$999999	$660000	$660000	$660000	$ffffff	$0000ff	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$660000
216	N. Dakota	ND.	$009933	$009933	$009933	$009933	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$009933	$ffffff	$ffffff	$dfdfdf	$009933	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$009933
217	N. Dakota S.	NDS	$ffff00	$006600	$006600	$006600	$ffff00	$006600	$ffff00	$ffff00	$dfdfdf	$006600	$ffffff	$ffffff	$dfdfdf	$006600	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$006600
218	N. Iowa	NIA	$330066	$330066	$330066	$330066	$ffffff	$ffd700	$ffffff	$ffffff	$dfdfdf	$330066	$ffffff	$ffffff	$dfdfdf	$330066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	25	0	$330066
219	S. Dakota	SD.	$990000	$990000	$990000	$990000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$990000	$ffffff	$ffffff	$dfdfdf	$990000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	2	24	0	$990000
220	S. Dakota S.	SDS	$0033a0	$0033a0	$0033a0	$0033a0	$ffff00	$ffff00	$ffff00	$ffff00	$dfdfdf	$0033a0	$ffffff	$ffffff	$dfdfdf	$0033a0	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$0033a0
221	S. Illinois	SIL	$660000	$660000	$660000	$660000	$660000	$ffd700	$660000	$660000	$dfdfdf	$660000	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$660000
222	W. Illinois	WIL	$ffffff	$663399	$663399	$663399	$663399	$663399	$663399	$663399	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$663399
223	Youngstown	YOU	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	0	$ff0000
224	C. Conn.	CCT	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$c0c0c0	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$0000ff
225	Pitt. D.	PID	$000099	$333366	$333366	$333366	$ffffff	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$dfdfdf	$333366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	27	$333366
226	Long Island	L.I	$ffd700	$66ccff	$66ccff	$66ccff	$66ccff	$ffd700	$66ccff	$66ccff	$dfdfdf	$66ccff	$ffffff	$ffffff	$dfdfdf	$66ccff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$66ccff
227	N. Andover	AND	$000099	$ffd700	$ffd700	$ffd700	$000099	$999999	$000099	$000099	$dfdfdf	$ffd700	$ffffff	$ffffff	$dfdfdf	$ffd700	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$ffd700
228	Fairfield	FAI	$ffffff	$0000ff	$0000ff	$0000ff	$ffffff	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$0000ff
229	Johnstown	JOH	$333333	$0000ff	$0000ff	$0000ff	$ffffff	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	35	0	$0000ff
230	Brockton	BRO	$333399	$333399	$333399	$333399	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	0	$333399
